Australian Bureau of Statistics

"National Health Survey, 2022"
"Age of person in single years by Gender and SEIFA - Index of Relative Socio-economic Disadvantage - 2021 - SA2 - Deciles - National"
"Counting: Weighted count of Person level"

Filters:
"Default summation","Weighted count of Person level (#)"

"Counting","Age of person in single years","Gender","SEIFA - Index of Relative Socio-economic Disadvantage - 2021 - SA2 - Deciles - National","Count","RSE","Annotations",
"Weighted count of Person level","0","Man","Decile 1 (lowest)",0,0.00,
"Weighted count of Person level","0","Man","Decile 2",0,0.00,
"Weighted count of Person level","0","Man","Decile 3",0,0.00,
"Weighted count of Person level","0","Man","Decile 4",0,0.00,
"Weighted count of Person level","0","Man","Decile 5",0,0.00,
"Weighted count of Person level","0","Man","Decile 6",0,0.00,
"Weighted count of Person level","0","Man","Decile 7",0,0.00,
"Weighted count of Person level","0","Man","Decile 8",0,0.00,
"Weighted count of Person level","0","Man","Decile 9",0,0.00,
"Weighted count of Person level","0","Man","Decile 10 (highest)",0,0.00,
"Weighted count of Person level","0","Woman","Decile 1 (lowest)",0,0.00,
"Weighted count of Person level","0","Woman","Decile 2",0,0.00,
"Weighted count of Person level","0","Woman","Decile 3",0,0.00,
"Weighted count of Person level","0","Woman","Decile 4",0,0.00,
"Weighted count of Person level","0","Woman","Decile 5",0,0.00,
"Weighted count of Person level","0","Woman","Decile 6",0,0.00,
"Weighted count of Person level","0","Woman","Decile 7",0,0.00,
"Weighted count of Person level","0","Woman","Decile 8",0,0.00,
"Weighted count of Person level","0","Woman","Decile 9",0,0.00,
"Weighted count of Person level","0","Woman","Decile 10 (highest)",0,0.00,
"Weighted count of Person level","0","Non-binary","Decile 1 (lowest)",0,0.00,
"Weighted count of Person level","0","Non-binary","Decile 2",0,0.00,
"Weighted count of Person level","0","Non-binary","Decile 3",0,0.00,
"Weighted count of Person level","0","Non-binary","Decile 4",0,0.00,
"Weighted count of Person level","0","Non-binary","Decile 5",0,0.00,
"Weighted count of Person level","0","Non-binary","Decile 6",0,0.00,
"Weighted count of Person level","0","Non-binary","Decile 7",0,0.00,
"Weighted count of Person level","0","Non-binary","Decile 8",0,0.00,
"Weighted count of Person level","0","Non-binary","Decile 9",0,0.00,
"Weighted count of Person level","0","Non-binary","Decile 10 (highest)",0,0.00,
"Weighted count of Person level","0","Total","Decile 1 (lowest)",0,0.00,
"Weighted count of Person level","0","Total","Decile 2",0,0.00,
"Weighted count of Person level","0","Total","Decile 3",0,0.00,
"Weighted count of Person level","0","Total","Decile 4",0,0.00,
"Weighted count of Person level","0","Total","Decile 5",0,0.00,
"Weighted count of Person level","0","Total","Decile 6",0,0.00,
"Weighted count of Person level","0","Total","Decile 7",0,0.00,
"Weighted count of Person level","0","Total","Decile 8",0,0.00,
"Weighted count of Person level","0","Total","Decile 9",0,0.00,
"Weighted count of Person level","0","Total","Decile 10 (highest)",0,0.00,
"Weighted count of Person level","1","Man","Decile 1 (lowest)",0,0.00,
"Weighted count of Person level","1","Man","Decile 2",0,0.00,
"Weighted count of Person level","1","Man","Decile 3",0,0.00,
"Weighted count of Person level","1","Man","Decile 4",0,0.00,
"Weighted count of Person level","1","Man","Decile 5",0,0.00,
"Weighted count of Person level","1","Man","Decile 6",0,0.00,
"Weighted count of Person level","1","Man","Decile 7",0,0.00,
"Weighted count of Person level","1","Man","Decile 8",0,0.00,
"Weighted count of Person level","1","Man","Decile 9",0,0.00,
"Weighted count of Person level","1","Man","Decile 10 (highest)",0,0.00,
"Weighted count of Person level","1","Woman","Decile 1 (lowest)",0,0.00,
"Weighted count of Person level","1","Woman","Decile 2",0,0.00,
"Weighted count of Person level","1","Woman","Decile 3",0,0.00,
"Weighted count of Person level","1","Woman","Decile 4",0,0.00,
"Weighted count of Person level","1","Woman","Decile 5",0,0.00,
"Weighted count of Person level","1","Woman","Decile 6",0,0.00,
"Weighted count of Person level","1","Woman","Decile 7",0,0.00,
"Weighted count of Person level","1","Woman","Decile 8",0,0.00,
"Weighted count of Person level","1","Woman","Decile 9",0,0.00,
"Weighted count of Person level","1","Woman","Decile 10 (highest)",0,0.00,
"Weighted count of Person level","1","Non-binary","Decile 1 (lowest)",0,0.00,
"Weighted count of Person level","1","Non-binary","Decile 2",0,0.00,
"Weighted count of Person level","1","Non-binary","Decile 3",0,0.00,
"Weighted count of Person level","1","Non-binary","Decile 4",0,0.00,
"Weighted count of Person level","1","Non-binary","Decile 5",0,0.00,
"Weighted count of Person level","1","Non-binary","Decile 6",0,0.00,
"Weighted count of Person level","1","Non-binary","Decile 7",0,0.00,
"Weighted count of Person level","1","Non-binary","Decile 8",0,0.00,
"Weighted count of Person level","1","Non-binary","Decile 9",0,0.00,
"Weighted count of Person level","1","Non-binary","Decile 10 (highest)",0,0.00,
"Weighted count of Person level","1","Total","Decile 1 (lowest)",0,0.00,
"Weighted count of Person level","1","Total","Decile 2",0,0.00,
"Weighted count of Person level","1","Total","Decile 3",0,0.00,
"Weighted count of Person level","1","Total","Decile 4",0,0.00,
"Weighted count of Person level","1","Total","Decile 5",0,0.00,
"Weighted count of Person level","1","Total","Decile 6",0,0.00,
"Weighted count of Person level","1","Total","Decile 7",0,0.00,
"Weighted count of Person level","1","Total","Decile 8",0,0.00,
"Weighted count of Person level","1","Total","Decile 9",0,0.00,
"Weighted count of Person level","1","Total","Decile 10 (highest)",0,0.00,
"Weighted count of Person level","2","Man","Decile 1 (lowest)",0,0.00,
"Weighted count of Person level","2","Man","Decile 2",0,0.00,
"Weighted count of Person level","2","Man","Decile 3",0,0.00,
"Weighted count of Person level","2","Man","Decile 4",0,0.00,
"Weighted count of Person level","2","Man","Decile 5",0,0.00,
"Weighted count of Person level","2","Man","Decile 6",0,0.00,
"Weighted count of Person level","2","Man","Decile 7",0,0.00,
"Weighted count of Person level","2","Man","Decile 8",0,0.00,
"Weighted count of Person level","2","Man","Decile 9",0,0.00,
"Weighted count of Person level","2","Man","Decile 10 (highest)",0,0.00,
"Weighted count of Person level","2","Woman","Decile 1 (lowest)",0,0.00,
"Weighted count of Person level","2","Woman","Decile 2",0,0.00,
"Weighted count of Person level","2","Woman","Decile 3",0,0.00,
"Weighted count of Person level","2","Woman","Decile 4",0,0.00,
"Weighted count of Person level","2","Woman","Decile 5",0,0.00,
"Weighted count of Person level","2","Woman","Decile 6",0,0.00,
"Weighted count of Person level","2","Woman","Decile 7",0,0.00,
"Weighted count of Person level","2","Woman","Decile 8",0,0.00,
"Weighted count of Person level","2","Woman","Decile 9",0,0.00,
"Weighted count of Person level","2","Woman","Decile 10 (highest)",0,0.00,
"Weighted count of Person level","2","Non-binary","Decile 1 (lowest)",0,0.00,
"Weighted count of Person level","2","Non-binary","Decile 2",0,0.00,
"Weighted count of Person level","2","Non-binary","Decile 3",0,0.00,
"Weighted count of Person level","2","Non-binary","Decile 4",0,0.00,
"Weighted count of Person level","2","Non-binary","Decile 5",0,0.00,
"Weighted count of Person level","2","Non-binary","Decile 6",0,0.00,
"Weighted count of Person level","2","Non-binary","Decile 7",0,0.00,
"Weighted count of Person level","2","Non-binary","Decile 8",0,0.00,
"Weighted count of Person level","2","Non-binary","Decile 9",0,0.00,
"Weighted count of Person level","2","Non-binary","Decile 10 (highest)",0,0.00,
"Weighted count of Person level","2","Total","Decile 1 (lowest)",0,0.00,
"Weighted count of Person level","2","Total","Decile 2",0,0.00,
"Weighted count of Person level","2","Total","Decile 3",0,0.00,
"Weighted count of Person level","2","Total","Decile 4",0,0.00,
"Weighted count of Person level","2","Total","Decile 5",0,0.00,
"Weighted count of Person level","2","Total","Decile 6",0,0.00,
"Weighted count of Person level","2","Total","Decile 7",0,0.00,
"Weighted count of Person level","2","Total","Decile 8",0,0.00,
"Weighted count of Person level","2","Total","Decile 9",0,0.00,
"Weighted count of Person level","2","Total","Decile 10 (highest)",0,0.00,
"Weighted count of Person level","3","Man","Decile 1 (lowest)",0,0.00,
"Weighted count of Person level","3","Man","Decile 2",0,0.00,
"Weighted count of Person level","3","Man","Decile 3",0,0.00,
"Weighted count of Person level","3","Man","Decile 4",0,0.00,
"Weighted count of Person level","3","Man","Decile 5",0,0.00,
"Weighted count of Person level","3","Man","Decile 6",0,0.00,
"Weighted count of Person level","3","Man","Decile 7",0,0.00,
"Weighted count of Person level","3","Man","Decile 8",0,0.00,
"Weighted count of Person level","3","Man","Decile 9",0,0.00,
"Weighted count of Person level","3","Man","Decile 10 (highest)",0,0.00,
"Weighted count of Person level","3","Woman","Decile 1 (lowest)",0,0.00,
"Weighted count of Person level","3","Woman","Decile 2",0,0.00,
"Weighted count of Person level","3","Woman","Decile 3",0,0.00,
"Weighted count of Person level","3","Woman","Decile 4",0,0.00,
"Weighted count of Person level","3","Woman","Decile 5",0,0.00,
"Weighted count of Person level","3","Woman","Decile 6",0,0.00,
"Weighted count of Person level","3","Woman","Decile 7",0,0.00,
"Weighted count of Person level","3","Woman","Decile 8",0,0.00,
"Weighted count of Person level","3","Woman","Decile 9",0,0.00,
"Weighted count of Person level","3","Woman","Decile 10 (highest)",0,0.00,
"Weighted count of Person level","3","Non-binary","Decile 1 (lowest)",0,0.00,
"Weighted count of Person level","3","Non-binary","Decile 2",0,0.00,
"Weighted count of Person level","3","Non-binary","Decile 3",0,0.00,
"Weighted count of Person level","3","Non-binary","Decile 4",0,0.00,
"Weighted count of Person level","3","Non-binary","Decile 5",0,0.00,
"Weighted count of Person level","3","Non-binary","Decile 6",0,0.00,
"Weighted count of Person level","3","Non-binary","Decile 7",0,0.00,
"Weighted count of Person level","3","Non-binary","Decile 8",0,0.00,
"Weighted count of Person level","3","Non-binary","Decile 9",0,0.00,
"Weighted count of Person level","3","Non-binary","Decile 10 (highest)",0,0.00,
"Weighted count of Person level","3","Total","Decile 1 (lowest)",0,0.00,
"Weighted count of Person level","3","Total","Decile 2",0,0.00,
"Weighted count of Person level","3","Total","Decile 3",0,0.00,
"Weighted count of Person level","3","Total","Decile 4",0,0.00,
"Weighted count of Person level","3","Total","Decile 5",0,0.00,
"Weighted count of Person level","3","Total","Decile 6",0,0.00,
"Weighted count of Person level","3","Total","Decile 7",0,0.00,
"Weighted count of Person level","3","Total","Decile 8",0,0.00,
"Weighted count of Person level","3","Total","Decile 9",0,0.00,
"Weighted count of Person level","3","Total","Decile 10 (highest)",0,0.00,
"Weighted count of Person level","4","Man","Decile 1 (lowest)",0,0.00,
"Weighted count of Person level","4","Man","Decile 2",0,0.00,
"Weighted count of Person level","4","Man","Decile 3",0,0.00,
"Weighted count of Person level","4","Man","Decile 4",0,0.00,
"Weighted count of Person level","4","Man","Decile 5",0,0.00,
"Weighted count of Person level","4","Man","Decile 6",0,0.00,
"Weighted count of Person level","4","Man","Decile 7",0,0.00,
"Weighted count of Person level","4","Man","Decile 8",0,0.00,
"Weighted count of Person level","4","Man","Decile 9",0,0.00,
"Weighted count of Person level","4","Man","Decile 10 (highest)",0,0.00,
"Weighted count of Person level","4","Woman","Decile 1 (lowest)",0,0.00,
"Weighted count of Person level","4","Woman","Decile 2",0,0.00,
"Weighted count of Person level","4","Woman","Decile 3",0,0.00,
"Weighted count of Person level","4","Woman","Decile 4",0,0.00,
"Weighted count of Person level","4","Woman","Decile 5",0,0.00,
"Weighted count of Person level","4","Woman","Decile 6",0,0.00,
"Weighted count of Person level","4","Woman","Decile 7",0,0.00,
"Weighted count of Person level","4","Woman","Decile 8",0,0.00,
"Weighted count of Person level","4","Woman","Decile 9",0,0.00,
"Weighted count of Person level","4","Woman","Decile 10 (highest)",0,0.00,
"Weighted count of Person level","4","Non-binary","Decile 1 (lowest)",0,0.00,
"Weighted count of Person level","4","Non-binary","Decile 2",0,0.00,
"Weighted count of Person level","4","Non-binary","Decile 3",0,0.00,
"Weighted count of Person level","4","Non-binary","Decile 4",0,0.00,
"Weighted count of Person level","4","Non-binary","Decile 5",0,0.00,
"Weighted count of Person level","4","Non-binary","Decile 6",0,0.00,
"Weighted count of Person level","4","Non-binary","Decile 7",0,0.00,
"Weighted count of Person level","4","Non-binary","Decile 8",0,0.00,
"Weighted count of Person level","4","Non-binary","Decile 9",0,0.00,
"Weighted count of Person level","4","Non-binary","Decile 10 (highest)",0,0.00,
"Weighted count of Person level","4","Total","Decile 1 (lowest)",0,0.00,
"Weighted count of Person level","4","Total","Decile 2",0,0.00,
"Weighted count of Person level","4","Total","Decile 3",0,0.00,
"Weighted count of Person level","4","Total","Decile 4",0,0.00,
"Weighted count of Person level","4","Total","Decile 5",0,0.00,
"Weighted count of Person level","4","Total","Decile 6",0,0.00,
"Weighted count of Person level","4","Total","Decile 7",0,0.00,
"Weighted count of Person level","4","Total","Decile 8",0,0.00,
"Weighted count of Person level","4","Total","Decile 9",0,0.00,
"Weighted count of Person level","4","Total","Decile 10 (highest)",0,0.00,
"Weighted count of Person level","5","Man","Decile 1 (lowest)",0,0.00,
"Weighted count of Person level","5","Man","Decile 2",0,0.00,
"Weighted count of Person level","5","Man","Decile 3",0,0.00,
"Weighted count of Person level","5","Man","Decile 4",0,0.00,
"Weighted count of Person level","5","Man","Decile 5",0,0.00,
"Weighted count of Person level","5","Man","Decile 6",0,0.00,
"Weighted count of Person level","5","Man","Decile 7",0,0.00,
"Weighted count of Person level","5","Man","Decile 8",0,0.00,
"Weighted count of Person level","5","Man","Decile 9",0,0.00,
"Weighted count of Person level","5","Man","Decile 10 (highest)",0,0.00,
"Weighted count of Person level","5","Woman","Decile 1 (lowest)",0,0.00,
"Weighted count of Person level","5","Woman","Decile 2",0,0.00,
"Weighted count of Person level","5","Woman","Decile 3",0,0.00,
"Weighted count of Person level","5","Woman","Decile 4",0,0.00,
"Weighted count of Person level","5","Woman","Decile 5",0,0.00,
"Weighted count of Person level","5","Woman","Decile 6",0,0.00,
"Weighted count of Person level","5","Woman","Decile 7",0,0.00,
"Weighted count of Person level","5","Woman","Decile 8",0,0.00,
"Weighted count of Person level","5","Woman","Decile 9",0,0.00,
"Weighted count of Person level","5","Woman","Decile 10 (highest)",0,0.00,
"Weighted count of Person level","5","Non-binary","Decile 1 (lowest)",0,0.00,
"Weighted count of Person level","5","Non-binary","Decile 2",0,0.00,
"Weighted count of Person level","5","Non-binary","Decile 3",0,0.00,
"Weighted count of Person level","5","Non-binary","Decile 4",0,0.00,
"Weighted count of Person level","5","Non-binary","Decile 5",0,0.00,
"Weighted count of Person level","5","Non-binary","Decile 6",0,0.00,
"Weighted count of Person level","5","Non-binary","Decile 7",0,0.00,
"Weighted count of Person level","5","Non-binary","Decile 8",0,0.00,
"Weighted count of Person level","5","Non-binary","Decile 9",0,0.00,
"Weighted count of Person level","5","Non-binary","Decile 10 (highest)",0,0.00,
"Weighted count of Person level","5","Total","Decile 1 (lowest)",0,0.00,
"Weighted count of Person level","5","Total","Decile 2",0,0.00,
"Weighted count of Person level","5","Total","Decile 3",0,0.00,
"Weighted count of Person level","5","Total","Decile 4",0,0.00,
"Weighted count of Person level","5","Total","Decile 5",0,0.00,
"Weighted count of Person level","5","Total","Decile 6",0,0.00,
"Weighted count of Person level","5","Total","Decile 7",0,0.00,
"Weighted count of Person level","5","Total","Decile 8",0,0.00,
"Weighted count of Person level","5","Total","Decile 9",0,0.00,
"Weighted count of Person level","5","Total","Decile 10 (highest)",0,0.00,
"Weighted count of Person level","6","Man","Decile 1 (lowest)",0,0.00,
"Weighted count of Person level","6","Man","Decile 2",0,0.00,
"Weighted count of Person level","6","Man","Decile 3",0,0.00,
"Weighted count of Person level","6","Man","Decile 4",0,0.00,
"Weighted count of Person level","6","Man","Decile 5",0,0.00,
"Weighted count of Person level","6","Man","Decile 6",0,0.00,
"Weighted count of Person level","6","Man","Decile 7",0,0.00,
"Weighted count of Person level","6","Man","Decile 8",0,0.00,
"Weighted count of Person level","6","Man","Decile 9",0,0.00,
"Weighted count of Person level","6","Man","Decile 10 (highest)",0,0.00,
"Weighted count of Person level","6","Woman","Decile 1 (lowest)",0,0.00,
"Weighted count of Person level","6","Woman","Decile 2",0,0.00,
"Weighted count of Person level","6","Woman","Decile 3",0,0.00,
"Weighted count of Person level","6","Woman","Decile 4",0,0.00,
"Weighted count of Person level","6","Woman","Decile 5",0,0.00,
"Weighted count of Person level","6","Woman","Decile 6",0,0.00,
"Weighted count of Person level","6","Woman","Decile 7",0,0.00,
"Weighted count of Person level","6","Woman","Decile 8",0,0.00,
"Weighted count of Person level","6","Woman","Decile 9",0,0.00,
"Weighted count of Person level","6","Woman","Decile 10 (highest)",0,0.00,
"Weighted count of Person level","6","Non-binary","Decile 1 (lowest)",0,0.00,
"Weighted count of Person level","6","Non-binary","Decile 2",0,0.00,
"Weighted count of Person level","6","Non-binary","Decile 3",0,0.00,
"Weighted count of Person level","6","Non-binary","Decile 4",0,0.00,
"Weighted count of Person level","6","Non-binary","Decile 5",0,0.00,
"Weighted count of Person level","6","Non-binary","Decile 6",0,0.00,
"Weighted count of Person level","6","Non-binary","Decile 7",0,0.00,
"Weighted count of Person level","6","Non-binary","Decile 8",0,0.00,
"Weighted count of Person level","6","Non-binary","Decile 9",0,0.00,
"Weighted count of Person level","6","Non-binary","Decile 10 (highest)",0,0.00,
"Weighted count of Person level","6","Total","Decile 1 (lowest)",0,0.00,
"Weighted count of Person level","6","Total","Decile 2",0,0.00,
"Weighted count of Person level","6","Total","Decile 3",0,0.00,
"Weighted count of Person level","6","Total","Decile 4",0,0.00,
"Weighted count of Person level","6","Total","Decile 5",0,0.00,
"Weighted count of Person level","6","Total","Decile 6",0,0.00,
"Weighted count of Person level","6","Total","Decile 7",0,0.00,
"Weighted count of Person level","6","Total","Decile 8",0,0.00,
"Weighted count of Person level","6","Total","Decile 9",0,0.00,
"Weighted count of Person level","6","Total","Decile 10 (highest)",0,0.00,
"Weighted count of Person level","7","Man","Decile 1 (lowest)",0,0.00,
"Weighted count of Person level","7","Man","Decile 2",0,0.00,
"Weighted count of Person level","7","Man","Decile 3",0,0.00,
"Weighted count of Person level","7","Man","Decile 4",0,0.00,
"Weighted count of Person level","7","Man","Decile 5",0,0.00,
"Weighted count of Person level","7","Man","Decile 6",0,0.00,
"Weighted count of Person level","7","Man","Decile 7",0,0.00,
"Weighted count of Person level","7","Man","Decile 8",0,0.00,
"Weighted count of Person level","7","Man","Decile 9",0,0.00,
"Weighted count of Person level","7","Man","Decile 10 (highest)",0,0.00,
"Weighted count of Person level","7","Woman","Decile 1 (lowest)",0,0.00,
"Weighted count of Person level","7","Woman","Decile 2",0,0.00,
"Weighted count of Person level","7","Woman","Decile 3",0,0.00,
"Weighted count of Person level","7","Woman","Decile 4",0,0.00,
"Weighted count of Person level","7","Woman","Decile 5",0,0.00,
"Weighted count of Person level","7","Woman","Decile 6",0,0.00,
"Weighted count of Person level","7","Woman","Decile 7",0,0.00,
"Weighted count of Person level","7","Woman","Decile 8",0,0.00,
"Weighted count of Person level","7","Woman","Decile 9",0,0.00,
"Weighted count of Person level","7","Woman","Decile 10 (highest)",0,0.00,
"Weighted count of Person level","7","Non-binary","Decile 1 (lowest)",0,0.00,
"Weighted count of Person level","7","Non-binary","Decile 2",0,0.00,
"Weighted count of Person level","7","Non-binary","Decile 3",0,0.00,
"Weighted count of Person level","7","Non-binary","Decile 4",0,0.00,
"Weighted count of Person level","7","Non-binary","Decile 5",0,0.00,
"Weighted count of Person level","7","Non-binary","Decile 6",0,0.00,
"Weighted count of Person level","7","Non-binary","Decile 7",0,0.00,
"Weighted count of Person level","7","Non-binary","Decile 8",0,0.00,
"Weighted count of Person level","7","Non-binary","Decile 9",0,0.00,
"Weighted count of Person level","7","Non-binary","Decile 10 (highest)",0,0.00,
"Weighted count of Person level","7","Total","Decile 1 (lowest)",0,0.00,
"Weighted count of Person level","7","Total","Decile 2",0,0.00,
"Weighted count of Person level","7","Total","Decile 3",0,0.00,
"Weighted count of Person level","7","Total","Decile 4",0,0.00,
"Weighted count of Person level","7","Total","Decile 5",0,0.00,
"Weighted count of Person level","7","Total","Decile 6",0,0.00,
"Weighted count of Person level","7","Total","Decile 7",0,0.00,
"Weighted count of Person level","7","Total","Decile 8",0,0.00,
"Weighted count of Person level","7","Total","Decile 9",0,0.00,
"Weighted count of Person level","7","Total","Decile 10 (highest)",0,0.00,
"Weighted count of Person level","8","Man","Decile 1 (lowest)",0,0.00,
"Weighted count of Person level","8","Man","Decile 2",0,0.00,
"Weighted count of Person level","8","Man","Decile 3",0,0.00,
"Weighted count of Person level","8","Man","Decile 4",0,0.00,
"Weighted count of Person level","8","Man","Decile 5",0,0.00,
"Weighted count of Person level","8","Man","Decile 6",0,0.00,
"Weighted count of Person level","8","Man","Decile 7",0,0.00,
"Weighted count of Person level","8","Man","Decile 8",0,0.00,
"Weighted count of Person level","8","Man","Decile 9",0,0.00,
"Weighted count of Person level","8","Man","Decile 10 (highest)",0,0.00,
"Weighted count of Person level","8","Woman","Decile 1 (lowest)",0,0.00,
"Weighted count of Person level","8","Woman","Decile 2",0,0.00,
"Weighted count of Person level","8","Woman","Decile 3",0,0.00,
"Weighted count of Person level","8","Woman","Decile 4",0,0.00,
"Weighted count of Person level","8","Woman","Decile 5",0,0.00,
"Weighted count of Person level","8","Woman","Decile 6",0,0.00,
"Weighted count of Person level","8","Woman","Decile 7",0,0.00,
"Weighted count of Person level","8","Woman","Decile 8",0,0.00,
"Weighted count of Person level","8","Woman","Decile 9",0,0.00,
"Weighted count of Person level","8","Woman","Decile 10 (highest)",0,0.00,
"Weighted count of Person level","8","Non-binary","Decile 1 (lowest)",0,0.00,
"Weighted count of Person level","8","Non-binary","Decile 2",0,0.00,
"Weighted count of Person level","8","Non-binary","Decile 3",0,0.00,
"Weighted count of Person level","8","Non-binary","Decile 4",0,0.00,
"Weighted count of Person level","8","Non-binary","Decile 5",0,0.00,
"Weighted count of Person level","8","Non-binary","Decile 6",0,0.00,
"Weighted count of Person level","8","Non-binary","Decile 7",0,0.00,
"Weighted count of Person level","8","Non-binary","Decile 8",0,0.00,
"Weighted count of Person level","8","Non-binary","Decile 9",0,0.00,
"Weighted count of Person level","8","Non-binary","Decile 10 (highest)",0,0.00,
"Weighted count of Person level","8","Total","Decile 1 (lowest)",0,0.00,
"Weighted count of Person level","8","Total","Decile 2",0,0.00,
"Weighted count of Person level","8","Total","Decile 3",0,0.00,
"Weighted count of Person level","8","Total","Decile 4",0,0.00,
"Weighted count of Person level","8","Total","Decile 5",0,0.00,
"Weighted count of Person level","8","Total","Decile 6",0,0.00,
"Weighted count of Person level","8","Total","Decile 7",0,0.00,
"Weighted count of Person level","8","Total","Decile 8",0,0.00,
"Weighted count of Person level","8","Total","Decile 9",0,0.00,
"Weighted count of Person level","8","Total","Decile 10 (highest)",0,0.00,
"Weighted count of Person level","9","Man","Decile 1 (lowest)",0,0.00,
"Weighted count of Person level","9","Man","Decile 2",0,0.00,
"Weighted count of Person level","9","Man","Decile 3",0,0.00,
"Weighted count of Person level","9","Man","Decile 4",0,0.00,
"Weighted count of Person level","9","Man","Decile 5",0,0.00,
"Weighted count of Person level","9","Man","Decile 6",0,0.00,
"Weighted count of Person level","9","Man","Decile 7",0,0.00,
"Weighted count of Person level","9","Man","Decile 8",0,0.00,
"Weighted count of Person level","9","Man","Decile 9",0,0.00,
"Weighted count of Person level","9","Man","Decile 10 (highest)",0,0.00,
"Weighted count of Person level","9","Woman","Decile 1 (lowest)",0,0.00,
"Weighted count of Person level","9","Woman","Decile 2",0,0.00,
"Weighted count of Person level","9","Woman","Decile 3",0,0.00,
"Weighted count of Person level","9","Woman","Decile 4",0,0.00,
"Weighted count of Person level","9","Woman","Decile 5",0,0.00,
"Weighted count of Person level","9","Woman","Decile 6",0,0.00,
"Weighted count of Person level","9","Woman","Decile 7",0,0.00,
"Weighted count of Person level","9","Woman","Decile 8",0,0.00,
"Weighted count of Person level","9","Woman","Decile 9",0,0.00,
"Weighted count of Person level","9","Woman","Decile 10 (highest)",0,0.00,
"Weighted count of Person level","9","Non-binary","Decile 1 (lowest)",0,0.00,
"Weighted count of Person level","9","Non-binary","Decile 2",0,0.00,
"Weighted count of Person level","9","Non-binary","Decile 3",0,0.00,
"Weighted count of Person level","9","Non-binary","Decile 4",0,0.00,
"Weighted count of Person level","9","Non-binary","Decile 5",0,0.00,
"Weighted count of Person level","9","Non-binary","Decile 6",0,0.00,
"Weighted count of Person level","9","Non-binary","Decile 7",0,0.00,
"Weighted count of Person level","9","Non-binary","Decile 8",0,0.00,
"Weighted count of Person level","9","Non-binary","Decile 9",0,0.00,
"Weighted count of Person level","9","Non-binary","Decile 10 (highest)",0,0.00,
"Weighted count of Person level","9","Total","Decile 1 (lowest)",0,0.00,
"Weighted count of Person level","9","Total","Decile 2",0,0.00,
"Weighted count of Person level","9","Total","Decile 3",0,0.00,
"Weighted count of Person level","9","Total","Decile 4",0,0.00,
"Weighted count of Person level","9","Total","Decile 5",0,0.00,
"Weighted count of Person level","9","Total","Decile 6",0,0.00,
"Weighted count of Person level","9","Total","Decile 7",0,0.00,
"Weighted count of Person level","9","Total","Decile 8",0,0.00,
"Weighted count of Person level","9","Total","Decile 9",0,0.00,
"Weighted count of Person level","9","Total","Decile 10 (highest)",0,0.00,
"Weighted count of Person level","10","Man","Decile 1 (lowest)",0,0.00,
"Weighted count of Person level","10","Man","Decile 2",0,0.00,
"Weighted count of Person level","10","Man","Decile 3",0,0.00,
"Weighted count of Person level","10","Man","Decile 4",0,0.00,
"Weighted count of Person level","10","Man","Decile 5",0,0.00,
"Weighted count of Person level","10","Man","Decile 6",0,0.00,
"Weighted count of Person level","10","Man","Decile 7",0,0.00,
"Weighted count of Person level","10","Man","Decile 8",0,0.00,
"Weighted count of Person level","10","Man","Decile 9",0,0.00,
"Weighted count of Person level","10","Man","Decile 10 (highest)",0,0.00,
"Weighted count of Person level","10","Woman","Decile 1 (lowest)",0,0.00,
"Weighted count of Person level","10","Woman","Decile 2",0,0.00,
"Weighted count of Person level","10","Woman","Decile 3",0,0.00,
"Weighted count of Person level","10","Woman","Decile 4",0,0.00,
"Weighted count of Person level","10","Woman","Decile 5",0,0.00,
"Weighted count of Person level","10","Woman","Decile 6",0,0.00,
"Weighted count of Person level","10","Woman","Decile 7",0,0.00,
"Weighted count of Person level","10","Woman","Decile 8",0,0.00,
"Weighted count of Person level","10","Woman","Decile 9",0,0.00,
"Weighted count of Person level","10","Woman","Decile 10 (highest)",0,0.00,
"Weighted count of Person level","10","Non-binary","Decile 1 (lowest)",0,0.00,
"Weighted count of Person level","10","Non-binary","Decile 2",0,0.00,
"Weighted count of Person level","10","Non-binary","Decile 3",0,0.00,
"Weighted count of Person level","10","Non-binary","Decile 4",0,0.00,
"Weighted count of Person level","10","Non-binary","Decile 5",0,0.00,
"Weighted count of Person level","10","Non-binary","Decile 6",0,0.00,
"Weighted count of Person level","10","Non-binary","Decile 7",0,0.00,
"Weighted count of Person level","10","Non-binary","Decile 8",0,0.00,
"Weighted count of Person level","10","Non-binary","Decile 9",0,0.00,
"Weighted count of Person level","10","Non-binary","Decile 10 (highest)",0,0.00,
"Weighted count of Person level","10","Total","Decile 1 (lowest)",0,0.00,
"Weighted count of Person level","10","Total","Decile 2",0,0.00,
"Weighted count of Person level","10","Total","Decile 3",0,0.00,
"Weighted count of Person level","10","Total","Decile 4",0,0.00,
"Weighted count of Person level","10","Total","Decile 5",0,0.00,
"Weighted count of Person level","10","Total","Decile 6",0,0.00,
"Weighted count of Person level","10","Total","Decile 7",0,0.00,
"Weighted count of Person level","10","Total","Decile 8",0,0.00,
"Weighted count of Person level","10","Total","Decile 9",0,0.00,
"Weighted count of Person level","10","Total","Decile 10 (highest)",0,0.00,
"Weighted count of Person level","11","Man","Decile 1 (lowest)",0,0.00,
"Weighted count of Person level","11","Man","Decile 2",0,0.00,
"Weighted count of Person level","11","Man","Decile 3",0,0.00,
